school_name,nces_school_id,district,metro,state,entity_type,school_level,school_url,main_office_phone,main_office_email,principal_name,principal_title,principal_email,principal_phone,counselor_name,counselor_email,media_specialist_name,media_specialist_email,coach_name,coach_email,coach_role,sources,people_last_verified_at,status
Marbut Elementary School,130174001521,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-8802,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Margaret Harris Comprehensive School,130174003868,DeKalb County School District,Atlanta,GA,traditional,other,,(678)874-7002,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Martin Luther King- Jr. High School,130174002479,DeKalb County School District,Atlanta,GA,traditional,high,https://www.mlkinghs.dekalb.k12.ga.us/,(678)874-5402,,Michael Alexander,Principal,michael_alexander@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.mlkinghs.dekalb.k12.ga.us/Administration.aspx|https://www.mlkinghs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Mary McLeod Bethune Middle School,130174002482,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)875-0302,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
McLendon Elementary School,130174000738,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-5902,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
McNair High School,130174000712,DeKalb County School District,Atlanta,GA,traditional,high,https://www.mcnairhs.dekalb.k12.ga.us/,(678)874-4902,,Harold Walker,Principal,Harold_Walker@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.mcnairhs.dekalb.k12.ga.us/Administration.aspx|https://www.mcnairhs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
McNair Middle School,130174000649,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)874-5102,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Midvale Elementary School,130174000737,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-3402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Miller Grove High School,130174003332,DeKalb County School District,Atlanta,GA,traditional,high,https://www.millergrovehs.dekalb.k12.ga.us/,(678)875-1102,,John April,Principal (HS),John_April@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.millergrovehs.dekalb.k12.ga.us/Administration.aspx|https://www.millergrovehs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Miller Grove Middle School,130174001568,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)676-8902,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Montclair Elementary School,130174000702,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-7302,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Montgomery Elementary School,130174000682,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-7502,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Murphey Candler Elementary School,130174000709,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-9102,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Museum School Avondale Estates,130174004039,DeKalb County School District,Atlanta,GA,traditional,elementary,,(404)292-9760,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Narvie Harris Elementary School,130174002308,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-9202,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oak Grove Elementary School,130174000714,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-7402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oak View Elementary,130174003334,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)875-1302,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Oakcliff Elementary School,130174000701,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-3102,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Panola Way Elementary School,130174001998,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-9302,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Peachcrest Elementary School,130174004199,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-1402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Peachtree Middle School,130174002031,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)676-7702,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pine Ridge Elementary School,130174002074,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-3402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pleasantdale Elementary School,130174000718,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-3502,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Princeton Elementary School,130174003665,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)875-3002,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rainbow Elementary School,130174000699,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-1702,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Redan Elementary School,130174000681,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-3502,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Redan High School,130174000636,DeKalb County School District,Atlanta,GA,traditional,high,https://www.redanhs.dekalb.k12.ga.us/,(678)676-3602,,Dr. Tuqwon C. Taylor,Principal,Tuqwan_Taylor@dekalbschoolsga.org,(678) 676-3603,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.redanhs.dekalb.k12.ga.us/Administration.aspx|https://www.redanhs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Redan Middle School,130174002859,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)874-7902,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Robert Shaw Theme School,130174002256,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-6002,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rock Chapel Elementary School,130174000717,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-3802,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rockbridge Elementary School,130174000646,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-6102,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Ronald E McNair Discover Learning Academy Elementary School,130174003766,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-3402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rowland Elementary School,130174000698,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-6202,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Sagamore Hills Elementary School,130174000680,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-7502,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Salem Middle School,130174000222,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)676-9402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Sequoyah Middle School,130174000672,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)676-7902,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Shadow Rock Elementary School,130174000162,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-3902,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Smoke Rise Elementary School,130174000715,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-3602,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Snapfinger Elementary School,130174000696,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-1802,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Southwest DeKalb High School,130174000679,DeKalb County School District,Atlanta,GA,traditional,high,https://www.swdekalbhs.dekalb.k12.ga.us/,(678)874-1902,,Brandon Thompson,Principal High School,brandon_thompson@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.swdekalbhs.dekalb.k12.ga.us/Administration.aspx|https://www.swdekalbhs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Stephenson High School,130174001553,DeKalb County School District,Atlanta,GA,traditional,high,https://www.stephensonhs.dekalb.k12.ga.us/,(678)676-4202,,Kalisha Sackey,Principal,Kalisha_Sackey@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.stephensonhs.dekalb.k12.ga.us/Administration.aspx|https://www.stephensonhs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Stephenson Middle School,130174001547,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)676-4402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Stone Mill Elementary School,130174000662,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-4602,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Stone Mountain Elementary School,130174000732,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-4702,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Stone Mountain High School,130174000644,DeKalb County School District,Atlanta,GA,traditional,high,https://www.stonemountainhs.dekalb.k12.ga.us/,(678)676-6302,,Rickey Wright,Principal,rickey_l_wright@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.stonemountainhs.dekalb.k12.ga.us/Administration.aspx|https://www.stonemountainhs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Stone Mountain Middle School,130174003337,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)676-4802,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Stoneview Elementary School,130174000695,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)676-3202,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Tapestry Public Charter School,130174004159,DeKalb County School District,Atlanta,GA,traditional,high,,(678)676-1200,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
The Champion Middle Theme School,130174003643,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)504-4302,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Toney Elementary School,130174000713,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-2102,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Towers High School,130174000686,DeKalb County School District,Atlanta,GA,traditional,high,https://www.towershs.dekalb.k12.ga.us/,(678)874-2202,,Stacey Barlow,Principal,stacey_barlow@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://www.towershs.dekalb.k12.ga.us/Administration.aspx|https://www.towershs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Tucker High School,130174000669,DeKalb County School District,Atlanta,GA,traditional,high,https://tuckerhs.dekalb.k12.ga.us/,(678)874-3702,,Dr. Eric Parker,Principal,eric_parker@dekalbschoolsga.org,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://tuckerhs.dekalb.k12.ga.us/Administration.aspx|https://tuckerhs.dekalb.k12.ga.us/Staff.aspx,2026-09-07,verified
Tucker Middle School,130174003338,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)875-0902,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
UHS of Laurel Heights,130174003613,DeKalb County School District,Atlanta,GA,traditional,other,,(404)888-7876,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Vanderlyn Elementary School,130174000638,DeKalb County School District,Atlanta,GA,traditional,elementary,,(678)874-9002,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Wadsworth Magnet School for High Achievers,130174003750,DeKalb County School District,Atlanta,GA,traditional,middle,,(678)874-2402,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
