zip,state,district,metro,entity_type,match_method,confidence,n_schools_in_zip,notes,source_urls,last_verified_at
30317,GA,DeKalb County School District,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools, City Schools of Decatur; census land≈0.39 sq mi (11% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30317,GA,Ivy Preparatory Academy at Kirkwood,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Public Schools, City Schools of Decatur, DeKalb County School District",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30318,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,10,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30319,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District, Fulton County Schools; census land≈1.14 sq mi (11% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30319,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,7,"multi-LEA ZCTA; also Atlanta Public Schools, Fulton County Schools; census land≈8.82 sq mi (86% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30319,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools, DeKalb County School District; census land≈0.34 sq mi (3% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30322,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District; census land≈0.46 sq mi (99% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30322,GA,DeKalb County School District,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools; census land≈0.01 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30324,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District; census land≈3.97 sq mi (75% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30324,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also Atlanta Public Schools; census land≈1.31 sq mi (25% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30326,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.75 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30327,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,3,multi-LEA ZCTA; also Fulton County Schools; census land≈11.10 sq mi (64% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30327,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools; census land≈6.37 sq mi (36% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30328,GA,Cobb County School District,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Fulton County Schools; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30328,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,4,multi-LEA ZCTA; also Cobb County School District; census land≈12.77 sq mi (100% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30329,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District; census land≈0.49 sq mi (9% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30329,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,3,multi-LEA ZCTA; also Atlanta Public Schools; census land≈4.99 sq mi (91% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30331,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,10,multi-LEA ZCTA; also Fulton County Schools; census land≈18.52 sq mi (49% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30331,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,3,multi-LEA ZCTA; also Atlanta Public Schools; census land≈19.17 sq mi (51% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30331,GA,Atlanta Heights Charter School,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Public Schools, Fulton County Schools, SLAM Academy of Atlanta",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30331,GA,SLAM Academy of Atlanta,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Heights Charter School, Atlanta Public Schools, Fulton County Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30332,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.09 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30334,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.02 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30336,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈10.16 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30337,GA,Clayton County Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Fulton County Schools; census land≈5.71 sq mi (47% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30337,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Clayton County Public Schools; census land≈6.52 sq mi (53% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30337,GA,Atlanta Unbound Academy,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Clayton County Public Schools, Fulton County Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30338,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,7,multi-LEA ZCTA; also Fulton County Schools; census land≈9.64 sq mi (98% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30338,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District; census land≈0.20 sq mi (2% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30339,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Cobb County School District, Fulton County Schools, Marietta City Schools; census land≈0.03 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30339,GA,Cobb County School District,Atlanta,traditional,ccd_school_zip,high,1,"multi-LEA ZCTA; also Atlanta Public Schools, Fulton County Schools, Marietta City Schools; census land≈9.37 sq mi (95% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30339,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,2,"multi-LEA ZCTA; also Atlanta Public Schools, Cobb County School District, Marietta City Schools; census land≈0.44 sq mi (4% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30339,GA,Marietta City Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools, Cobb County School District, Fulton County Schools; census land≈0.03 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30340,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,6,multi-LEA ZCTA; also Gwinnett County Public Schools; census land≈6.64 sq mi (80% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30340,GA,Gwinnett County Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also DeKalb County School District; census land≈1.61 sq mi (20% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30340,GA,Georgia Fugees Academy Charter School,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also DeKalb County School District, Gwinnett County Public Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30341,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,5,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30342,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also Fulton County Schools; census land≈4.09 sq mi (46% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30342,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Atlanta Public Schools; census land≈4.89 sq mi (54% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30344,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Fulton County Schools; census land≈0.10 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30344,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,9,multi-LEA ZCTA; also Atlanta Public Schools; census land≈12.04 sq mi (99% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30344,GA,Resurgence Hall Charter Academy,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Public Schools, Fulton County Schools, Resurgence Hall Middle Academy",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
